Page ID,Page Name,Disclaimer,Amount Spent (USD),Number of Ads in Library
1198382656977261,Toni Scott,These ads ran without a disclaimer,≤100,1
219242224844912,Help Heal Veterans,These ads ran without a disclaimer,≤100,1
107762690895490,Unofficial: idk,These ads ran without a disclaimer,≤100,1
114083260273126,Nathaniel Sasenarine,These ads ran without a disclaimer,≤100,1
566268223415539,"Please, don't judge me.",These ads ran without a disclaimer,≤100,1
119883625277059,TutelEDge Tutoring,These ads ran without a disclaimer,≤100,1
212207275475574,SOLO Eyewear,These ads ran without a disclaimer,≤100,1
323392231744337,Starling at Nocatee Independent Living,These ads ran without a disclaimer,≤100,1
103647468042676,"Justice for George Floyd, Mike Ramos and BLM",These ads ran without a disclaimer,≤100,1
100704508277330,Sustainable Coffee Freaks,These ads ran without a disclaimer,≤100,1
172417496729413,The Pride Show,These ads ran without a disclaimer,≤100,1
216636388354160,New York State Laborers' Organizing Fund,These ads ran without a disclaimer,≤100,1
111009273872680,Cup of Creative,These ads ran without a disclaimer,≤100,1
276931235839237,John “TIG” Tiegen,These ads ran without a disclaimer,≤100,1
2146425328934640,Donny Doomsday,These ads ran without a disclaimer,≤100,1
871876002850281,Dupage TeaParty,These ads ran without a disclaimer,≤100,1
534530763233271,CRUVOIR,These ads ran without a disclaimer,≤100,1
110313443808237,HARVEY2f,These ads ran without a disclaimer,≤100,2
152280670036,Nuyorican Poets Cafe,These ads ran without a disclaimer,≤100,1
105163631201077,CAT Legal,These ads ran without a disclaimer,≤100,4
113140017028188,Meraki Solar Utah,These ads ran without a disclaimer,≤100,6
125270034173108,Mayor Bowser,These ads ran without a disclaimer,≤100,2
102269438149354,BT’s Wholesale,These ads ran without a disclaimer,≤100,1
307638699699922,SorkUno,These ads ran without a disclaimer,≤100,1
414029321948129,Dove,These ads ran without a disclaimer,≤100,1
1358711777603553,Wilabe DNA,These ads ran without a disclaimer,≤100,1
1044204808952451,Renewing Energy,These ads ran without a disclaimer,≤100,2
106016524298699,Shawn Manniel Farmers Insurance Agency,These ads ran without a disclaimer,≤100,1
182696815110419,Kathy Freston,These ads ran without a disclaimer,≤100,4
180255186183495,Rock it Mama,These ads ran without a disclaimer,≤100,1
410702635692883,SC Daiko,These ads ran without a disclaimer,≤100,2
2085264108452780,The Street Meet Social Club,These ads ran without a disclaimer,≤100,1
181084318568545,Runta News,These ads ran without a disclaimer,≤100,1
108564000786677,nathanlhenderson,These ads ran without a disclaimer,≤100,2
1797356610516031,Tacoma Refugee Choir,These ads ran without a disclaimer,≤100,2
116841551729045,The Long Ridge School,These ads ran without a disclaimer,≤100,1
227908854062249,"H20Joe Drinking Water Systems, LLC",These ads ran without a disclaimer,≤100,1
320394447880,Coldwell Banker Shook,These ads ran without a disclaimer,≤100,1
0,Instagram User 8369358682,These ads ran without a disclaimer,≤100,4
1113915458667713,The Urban Mom Spot,These ads ran without a disclaimer,≤100,2
1540523122917061,Summit County SYE,These ads ran without a disclaimer,≤100,1
319647675409706,Community Service.,These ads ran without a disclaimer,≤100,2
2062907610487627,Royalsistersproject,These ads ran without a disclaimer,≤100,2
118615248202030,Omi sushi,These ads ran without a disclaimer,≤100,2
101247021336646,"Moline, Illinois Local - News Break",These ads ran without a disclaimer,≤100,1
104394201197239,Salonitude,These ads ran without a disclaimer,≤100,1
101050201447710,news_krasnodar_tv,These ads ran without a disclaimer,≤100,1
467711295296,Italian Institute,These ads ran without a disclaimer,≤100,1
173683836172179,Girls 'Round Here,These ads ran without a disclaimer,≤100,2
230391283659287,Kenny Dobbs,These ads ran without a disclaimer,≤100,2
277355765698830,Calvin Health Services,These ads ran without a disclaimer,≤100,1
1736928136583426,Unique Fitness & Ideas LLC,These ads ran without a disclaimer,≤100,1
251966044929626,Island Sun Tanning Somers Point / EHT,These ads ran without a disclaimer,≤100,1
164049599660,Catholic Relief Services en español,These ads ran without a disclaimer,≤100,2
100172808362069,Donald Trump - Winning America,These ads ran without a disclaimer,≤100,1
2016568948599434,Political Views of a Black Evangelical,These ads ran without a disclaimer,≤100,1
482539318464701,Asociación de Dueños de Centros de Cuidado de Larga Duración,These ads ran without a disclaimer,≤100,1
0,Instagram User 8279669755,These ads ran without a disclaimer,≤100,1
181536218665926,Inductive Automation,These ads ran without a disclaimer,≤100,2
761870613900500,CCTV 中文,These ads ran without a disclaimer,≤100,2
108801397313713,Ryder Skye Designs,These ads ran without a disclaimer,≤100,1
106961907489238,Buddiez️,These ads ran without a disclaimer,≤100,2
828287060545829,Zen Spa,These ads ran without a disclaimer,≤100,1
34844969364,BC Footwear,These ads ran without a disclaimer,≤100,1
319668078672401,midsummer skin,These ads ran without a disclaimer,≤100,1
18079407397,CPAC 2020,These ads ran without a disclaimer,≤100,1
103942354411598,Lil Momoka,These ads ran without a disclaimer,≤100,1
112036450535987,De La Score,These ads ran without a disclaimer,≤100,1
0,Marketplace Seller 175134504,These ads ran without a disclaimer,≤100,1
102767681475793,تجمــع نخــب وسياسييــن ونشطــاء اعلامييــن المنطقـــة الشرقيـــة,These ads ran without a disclaimer,≤100,1
676810745985861,Straight Outta Philly,These ads ran without a disclaimer,≤100,1
1460952970871884,JoCo Small Engine Repair,These ads ran without a disclaimer,≤100,1
104306674639620,Threehunderd,These ads ran without a disclaimer,≤100,1
177712655946072,"Ohio CCW Course - Crooksville, OH",These ads ran without a disclaimer,≤100,1
489026227832958,The Heinz Endowments,These ads ran without a disclaimer,≤100,1
155972001893717,Charm,These ads ran without a disclaimer,≤100,2
100656781584208,Health,These ads ran without a disclaimer,≤100,1
108660957421813,Coach Lisa Jones,These ads ran without a disclaimer,≤100,1
372878723411119,iDev For a Cause,These ads ran without a disclaimer,≤100,2
80350245330,Allebach Photography,These ads ran without a disclaimer,≤100,1
0,Instagram User 2709597681,These ads ran without a disclaimer,≤100,1
2012690642314968,Hazen Select Basketball,These ads ran without a disclaimer,≤100,1
1698106267102932,Passion Beyond Borders - The Project,These ads ran without a disclaimer,≤100,1
983926645067387,IQAir AirVisual,These ads ran without a disclaimer,≤100,2
182761521825694,The Body Firm Fitness Center,These ads ran without a disclaimer,≤100,1
163284520430663,Delta Temp Inc,These ads ran without a disclaimer,≤100,1
220613282300,Marshalltown YMCA YWCA,These ads ran without a disclaimer,≤100,1
448797962612628,Afritees,These ads ran without a disclaimer,≤100,1
109665137213747,cxmrn.food,These ads ran without a disclaimer,≤100,1
156717161019291,SkillsUSA Texas,These ads ran without a disclaimer,≤100,1
104918997766643,Tprox,These ads ran without a disclaimer,≤100,2
435072263736905,Redwood Coast Cider Factory Store,These ads ran without a disclaimer,≤100,1
101921674884926,Printtre,These ads ran without a disclaimer,≤100,3
350621107074,Alexander Cardinale,These ads ran without a disclaimer,≤100,2
168514419857274,"Sadek and Cooper Law Offices, LLC",These ads ran without a disclaimer,≤100,1
104923704322033,YCA Luxury Lash Studio,These ads ran without a disclaimer,≤100,1
908781235981888,Ronald M. Rothenberg,These ads ran without a disclaimer,≤100,1
102249044806387,The Enthralling,These ads ran without a disclaimer,≤100,1
401207499904619,Christine Skelly Illustration,These ads ran without a disclaimer,≤100,1
542788942828606,Trè Golden,These ads ran without a disclaimer,≤100,1
203786296357633,"Idaho Legal Aid Services, Inc.",These ads ran without a disclaimer,≤100,2
340349346760614,Nancy Copca - Realtor,These ads ran without a disclaimer,≤100,1
163726107427387,Abogado JD Walker,These ads ran without a disclaimer,≤100,1
1503736816522170,Destination: College,These ads ran without a disclaimer,≤100,3
296609067504739,Before We Die,These ads ran without a disclaimer,≤100,1
1144400465582673,Breatheautumnrain,These ads ran without a disclaimer,≤100,1
110430437028603,Upstate Pinball & Arcade Museum,These ads ran without a disclaimer,≤100,1
765889096897524,Conart,These ads ran without a disclaimer,≤100,3
243611875748355,PFWB,These ads ran without a disclaimer,≤100,1
206426656624597,Pink Diamond Lash Extensions,These ads ran without a disclaimer,≤100,1
125968367439687,Fayette County Health Department,These ads ran without a disclaimer,≤100,1
113292350350423,Solidarity Response,These ads ran without a disclaimer,≤100,3
1931418553758758,"Diane Wohlers, Realtor",These ads ran without a disclaimer,≤100,1
598468743908335,Keke Musiq,These ads ran without a disclaimer,≤100,1
100109251644919,쿼럼바이오제약,These ads ran without a disclaimer,≤100,1
998940996916180,Kaitlyn Davis,These ads ran without a disclaimer,≤100,1
111114570351838,Samilaustore,These ads ran without a disclaimer,≤100,31
111601753537235,Party for Socialism and Liberation - DC,These ads ran without a disclaimer,≤100,1
156880220992726,Chicago Methodist Senior Services,These ads ran without a disclaimer,≤100,1
104394157934308,The Home Workz,These ads ran without a disclaimer,≤100,2
105208091214311,FEQuote.com,These ads ran without a disclaimer,≤100,1
104878014495109,"Cure Tax Services, Inc.",These ads ran without a disclaimer,≤100,1
118761236085,City of Rochester Hills- Government,These ads ran without a disclaimer,≤100,1
1646823955646308,Mike Donovan,These ads ran without a disclaimer,≤100,2
369740920035609,Stefano Malachi,These ads ran without a disclaimer,≤100,1
439041913275775,The MIXED Space,These ads ran without a disclaimer,≤100,1
112121330531041,Bangladesh Awami Nobin League,These ads ran without a disclaimer,≤100,1
112182883719089,Joll3y Clothing Brand,These ads ran without a disclaimer,≤100,2
2093789224168768,Millie Mayfield,These ads ran without a disclaimer,≤100,2
278943422269,Pine Cove Consulting,These ads ran without a disclaimer,≤100,1
274321240122479,MakeUpforbella,These ads ran without a disclaimer,≤100,2
382704111747984,Paths To Understanding,These ads ran without a disclaimer,≤100,1
333508500755,The North Carolina Zen Center,These ads ran without a disclaimer,≤100,1
107345720789963,Houston Harriers,These ads ran without a disclaimer,≤100,2
159130171542529,Energy Consultant,These ads ran without a disclaimer,≤100,1
346346199630590,Goddess Undone,These ads ran without a disclaimer,≤100,1
107393734311504,liliyakukh,These ads ran without a disclaimer,≤100,1
103639567783028,Canelli USA,These ads ran without a disclaimer,≤100,2
105982734418633,BIZZY BROWN LIVE,These ads ran without a disclaimer,≤100,2
318390401551742,Larijames Salon Spa,These ads ran without a disclaimer,≤100,1
683738141685050,Blueberry Bunch Farm,These ads ran without a disclaimer,≤100,1
108047414259734,casarjacobson,These ads ran without a disclaimer,≤100,2
107634380921803,Trendy Store,These ads ran without a disclaimer,≤100,1
1199350103566065,The Speak Freely Trio,These ads ran without a disclaimer,≤100,1
1868885156673680,Sarasota citizen Martin Hyde,These ads ran without a disclaimer,≤100,1
0,Instagram User 9734164334,These ads ran without a disclaimer,≤100,1
104666310885194,Tony Hawkins the Artist,These ads ran without a disclaimer,≤100,1
107878107628082,caitlyn.curtis,These ads ran without a disclaimer,≤100,2
1290359541006726,Petricor,These ads ran without a disclaimer,≤100,1
103593731090032,"Auburn Hills, MI Local - News Break",These ads ran without a disclaimer,≤100,1
105004734277967,"The Comma Life, LLC",These ads ran without a disclaimer,≤100,1
111051640571831,"Life, I Swear",These ads ran without a disclaimer,≤100,2
100473508324284,birds.legs,These ads ran without a disclaimer,≤100,2
395089957244738,CHET College Savings,These ads ran without a disclaimer,≤100,2
304232546708343,Gettysburg Pride,These ads ran without a disclaimer,≤100,1
596452260753368,oollee,These ads ran without a disclaimer,≤100,2
15988358566,Dre Baldwin,These ads ran without a disclaimer,≤100,1
111364787243798,Jasmin Wilcox,These ads ran without a disclaimer,≤100,1
0,Instagram User 2206003034,These ads ran without a disclaimer,≤100,2
295570974131172,"Montgomery, Alabama Local - News Break",These ads ran without a disclaimer,≤100,2
1431496320467231,Factory Fuel Co.,These ads ran without a disclaimer,≤100,1
101519051547330,Conservative Veterans of Colorado,These ads ran without a disclaimer,≤100,1
0,Instagram User 2013063768,These ads ran without a disclaimer,≤100,2
256233694917175,Psychology America,These ads ran without a disclaimer,≤100,1
107630867637056,Frugal Store,These ads ran without a disclaimer,≤100,2
2289800881240962,bon_sheri.poetry,These ads ran without a disclaimer,≤100,1
119807423977,Green Drop Garage,These ads ran without a disclaimer,≤100,2
179420622163012,Xavier Campus Ministry,These ads ran without a disclaimer,≤100,1
106938189343966,La Brisa Ice Cream,These ads ran without a disclaimer,≤100,1
101202671505006,الشيخ الروحاني ابو حفصة,These ads ran without a disclaimer,≤100,1
110270565794828,FLEXHANGER,These ads ran without a disclaimer,≤100,2
103904927807009,crzegrzz,These ads ran without a disclaimer,≤100,1
542530592949093,Dave Lindstrom,These ads ran without a disclaimer,≤100,1
111211170255987,Alt-Centrism Central,These ads ran without a disclaimer,≤100,1
159526834088548,Immigrant Allies of Marshalltown,These ads ran without a disclaimer,≤100,2
11647471444,National Forest Foundation,These ads ran without a disclaimer,≤100,1
1159624427391307,Island Sun,These ads ran without a disclaimer,≤100,1
104168821324698,Lyrical Plugzz,These ads ran without a disclaimer,≤100,1
107466637308106,U Sketch V Etch,These ads ran without a disclaimer,≤100,1
170169493012341,The Fund for Global Human Rights,These ads ran without a disclaimer,≤100,1
788298144560106,Cair Michigan,These ads ran without a disclaimer,≤100,2
111367707266159,Our Part Midtown,These ads ran without a disclaimer,≤100,1
1560240030922309,Treading Yesterday,These ads ran without a disclaimer,≤100,2
352889138909862,Miss Doah Lee,These ads ran without a disclaimer,≤100,1
0,Instagram User 5007183715,These ads ran without a disclaimer,≤100,1
527773097401487,Pegor,These ads ran without a disclaimer,≤100,1
297487040325974,MRG,These ads ran without a disclaimer,≤100,1
107225941003617,jimmy_capko,These ads ran without a disclaimer,≤100,1
401318247010284,Doucet Productions,These ads ran without a disclaimer,≤100,1
496355151126108,Walden University Alumni,These ads ran without a disclaimer,≤100,1
1124869137633653,Board Life Clothing Company,These ads ran without a disclaimer,≤100,2
282302027933,Gilardi's Ristorante,These ads ran without a disclaimer,≤100,3
111147913634503,Redeem,These ads ran without a disclaimer,≤100,2
209074672443174,Embrace Families,These ads ran without a disclaimer,≤100,1
1748085005460976,Pastor Jonathan S. G. Mack,These ads ran without a disclaimer,≤100,2
0,Instagram User 2405338477,These ads ran without a disclaimer,≤100,1
210252839855744,Fight4Dads,These ads ran without a disclaimer,≤100,1
114699570215513,Perennial Pantry,These ads ran without a disclaimer,≤100,2
955124304511403,"John Bermingham Chairman, UMBT Supervisors - The Voice For The People",These ads ran without a disclaimer,≤100,1
391132350971610,Okayplayer Shop,These ads ran without a disclaimer,≤100,1
125486170864328,Claudia Casas,These ads ran without a disclaimer,≤100,1
103770607751077,"Rehoboth Beach, Delaware Local - News Break",These ads ran without a disclaimer,≤100,1
105721921069785,Virtual Climate Justice Movement,These ads ran without a disclaimer,≤100,2
369157259820338,North County Rape Crisis & Child Protection Center,These ads ran without a disclaimer,≤100,1
61159419979,United Way of Erie County,These ads ran without a disclaimer,≤100,1
102974221331221,Whole Whale Savings,These ads ran without a disclaimer,≤100,1
491086531629748,JustTrae,These ads ran without a disclaimer,≤100,1
180417322708401,Rasputin's Liver,These ads ran without a disclaimer,≤100,1
2001058650129942,Women in McHenry County - WiM3,These ads ran without a disclaimer,≤100,1
103432214365650,"McGee's Tax Solutions, LLC.",These ads ran without a disclaimer,≤100,2
106813881042383,Imperial Library,These ads ran without a disclaimer,≤100,1
680569012032574,"Opera Fusion, Inc.",These ads ran without a disclaimer,≤100,1
102059728159090,1-800-BOARDUP of the First Coast,These ads ran without a disclaimer,≤100,1
432393734220244,Findlay Joydrive,These ads ran without a disclaimer,≤100,1
0,Instagram User 4878226318,These ads ran without a disclaimer,≤100,1
105307977767551,amaromps.imaginarium,These ads ran without a disclaimer,≤100,1
767979016630571,Radio Mega Haiti 103.7 Stereo,These ads ran without a disclaimer,≤100,1
0,Instagram User 4563305683,These ads ran without a disclaimer,≤100,1
155882478503464,Maxwell Castillo,These ads ran without a disclaimer,≤100,1
103028298058647,Banwa ni Juan,These ads ran without a disclaimer,≤100,1
0,Instagram User 7645576728,These ads ran without a disclaimer,≤100,1
0,Instagram User 6257122127,These ads ran without a disclaimer,≤100,1
1237976442909386,Developing Noblemen Academy,These ads ran without a disclaimer,≤100,1
100421353387712,Cleto Reyes USA,These ads ran without a disclaimer,≤100,1
121231281315,NetworkPeninsula,These ads ran without a disclaimer,≤100,1
100443331584274,Servidores Públicos con Alba Iris Senadora por Acumulación,These ads ran without a disclaimer,≤100,1
0,Instagram User 5662052663,These ads ran without a disclaimer,≤100,1
777244862661824,Machar,These ads ran without a disclaimer,≤100,1
2126541037626191,�Pink Tresses Hair�,These ads ran without a disclaimer,≤100,2
2089901044564002,Seniors Only,These ads ran without a disclaimer,≤100,1
1722740654709572,Two Goats Solutions Inc.,These ads ran without a disclaimer,≤100,1
113802063644367,shopmadhatters,These ads ran without a disclaimer,≤100,2
1881361485310794,7candystars,These ads ran without a disclaimer,≤100,1
110244633200,Institute for Policy Innovation,These ads ran without a disclaimer,≤100,1
429306727867177,oliver_hil,These ads ran without a disclaimer,≤100,2
2141313109321188,Xe Jackson,These ads ran without a disclaimer,≤100,1
801041293329963,Insurgo Visuals,These ads ran without a disclaimer,≤100,2
819445348408644,Mama's and Beer,These ads ran without a disclaimer,≤100,1
106036777559044,Licklee Bah,These ads ran without a disclaimer,≤100,1
592912964384846,A Million Tiny Lines,These ads ran without a disclaimer,≤100,1
208388219179085,Live Good,These ads ran without a disclaimer,≤100,1
276940039095110,Green The Church,These ads ran without a disclaimer,≤100,1
299403163529693,Marion County Environmental Services,These ads ran without a disclaimer,≤100,1
6180179827,"L Michele Designs, Artisan Jewelry and Gifts",These ads ran without a disclaimer,≤100,1
1387451371333849,Lavish Life By Shay K.,These ads ran without a disclaimer,≤100,1
482260461886686,UFCW OUTreach,These ads ran without a disclaimer,≤100,1
110578486988702,QueenVee,These ads ran without a disclaimer,≤100,1
105134444520133,Kekerazy Art,These ads ran without a disclaimer,≤100,1
107509854264697,Rise To Your Purpose with Dr. Pat,These ads ran without a disclaimer,≤100,3
106574221086398,Cavalluccio Marina,These ads ran without a disclaimer,≤100,1
104606184450884,Prodigy Mindset,These ads ran without a disclaimer,≤100,1
109774810719098,Finehopeshop,These ads ran without a disclaimer,≤100,4
147008695365133,Al-Ahad Islamic Center,These ads ran without a disclaimer,≤100,1
1704980666453229,Alaska Tribal Administrators Association,These ads ran without a disclaimer,≤100,1
100552911694459,jaydotthegemini,These ads ran without a disclaimer,≤100,2
1904665293090409,The Weekly Badger,These ads ran without a disclaimer,≤100,1
448166769315023,Unpopular opinions and other thoughts,These ads ran without a disclaimer,≤100,1
1287353938067480,Greed and Fear: The Galanis Crime Family,These ads ran without a disclaimer,≤100,1
2128809727144830,Family First,These ads ran without a disclaimer,≤100,1
404001753665079,MJ Designs,These ads ran without a disclaimer,≤100,1
867691386605546,Saar Soleares,These ads ran without a disclaimer,≤100,1
101022394840465,Farmers Insurance- The Brett Agency,These ads ran without a disclaimer,≤100,1
113919593681728,Freckles & Clay,These ads ran without a disclaimer,≤100,1
673610729779319,Excel Air,These ads ran without a disclaimer,≤100,1
502550663200110,iK9,These ads ran without a disclaimer,≤100,2
103988514594244,share.pact,These ads ran without a disclaimer,≤100,2
358546274971141,Joseph Rivera,These ads ran without a disclaimer,≤100,1
126219563280,Girl Power 2 Cure,These ads ran without a disclaimer,≤100,2
475456956305422,All Voting Is Local,These ads ran without a disclaimer,≤100,2
100100248327473,Vivint Solar,These ads ran without a disclaimer,≤100,1
102968591300863,Thomás Messias,These ads ran without a disclaimer,≤100,1
598978010187472,KHA,These ads ran without a disclaimer,≤100,2
430716000338554,The Hanover Insurance Group,These ads ran without a disclaimer,≤100,2
258242271569237,AK Fields,These ads ran without a disclaimer,≤100,1
447724342102851,Southeast Ohio Public Energy Council,These ads ran without a disclaimer,≤100,1
0,Instagram User 6578600654,These ads ran without a disclaimer,≤100,2
221637951511099,Colours of Us,These ads ran without a disclaimer,≤100,1
375633233238295,EverandMom,These ads ran without a disclaimer,≤100,1
104183157997489,_dwights_rights,These ads ran without a disclaimer,≤100,2
593245170740907,Stadium Swap Meet,These ads ran without a disclaimer,≤100,1
0,Instagram User 996369575,These ads ran without a disclaimer,≤100,1
189973384390603,Makeup Artist Betty Aranda,These ads ran without a disclaimer,≤100,1
1366749186724165,South Sudan Leadership and Community Development,These ads ran without a disclaimer,≤100,1
270496523047028,Searcy Mass Tort,These ads ran without a disclaimer,≤100,1
114399100248878,Next Level Enrichment,These ads ran without a disclaimer,≤100,1
0,Instagram User 3240296247,These ads ran without a disclaimer,≤100,1
424735274242020,Chopstix,These ads ran without a disclaimer,≤100,1
703582536399766,Rafael Pinedo Financial/Insurance,These ads ran without a disclaimer,≤100,1
931951360206530,Duffy-Poule Funeral and Cremation Services,These ads ran without a disclaimer,≤100,1
461512941280396,Human Rights Defender Council of Pakistan,These ads ran without a disclaimer,≤100,1
104599784457513,fameflipsmia,These ads ran without a disclaimer,≤100,1
0,Instagram User 6989465422,These ads ran without a disclaimer,≤100,1
711750602304084,Melvin Belk Roofing,These ads ran without a disclaimer,≤100,1
69874402472,Me&Ro,These ads ran without a disclaimer,≤100,1
106226024441171,Artside,These ads ran without a disclaimer,≤100,1
107301404275644,The Kids Kloset,These ads ran without a disclaimer,≤100,1
682217388638502,Mississippi Coast Life,These ads ran without a disclaimer,≤100,1
378022152559591,Conservative Dad,These ads ran without a disclaimer,≤100,2
146373652159345,Make Macomb Your Home,These ads ran without a disclaimer,≤100,3
1183460055129706,Sparks Soaps,These ads ran without a disclaimer,≤100,1
107432364295750,Stand With Tracy,These ads ran without a disclaimer,≤100,1
112952430394681,deshombi,These ads ran without a disclaimer,≤100,1
205977913300713,Fearlesshe,These ads ran without a disclaimer,≤100,4
0,Instagram User 8301737045,These ads ran without a disclaimer,≤100,2
378840695966076,Mark Urbina,These ads ran without a disclaimer,≤100,1
429584587165434,The Nurse Link,These ads ran without a disclaimer,≤100,1
325346047801032,"Kennewick, WA Local - News Break",These ads ran without a disclaimer,≤100,1
418045224893286,Waterloo Ice House,These ads ran without a disclaimer,≤100,1
0,Marketplace Seller 6734047965,These ads ran without a disclaimer,≤100,1
356118091168386,England Cattle Co.,These ads ran without a disclaimer,≤100,1
150176191673462,ADBD,These ads ran without a disclaimer,≤100,1
109962793738712,YMP renovations and glazing,These ads ran without a disclaimer,≤100,1
121016867917754,Anchorage Press,These ads ran without a disclaimer,≤100,1
110644770611192,briroyalmusic,These ads ran without a disclaimer,≤100,1
100925778148989,វ៉ាណ្ណា អ្នកឯកទេសក្រពះពោះវៀន,These ads ran without a disclaimer,≤100,1
39455754108,Teeccino Herbal Coffees & Teas,These ads ran without a disclaimer,≤100,2
606119389512437,HYDR8,These ads ran without a disclaimer,≤100,1
111062753619409,The Body Department,These ads ran without a disclaimer,≤100,1
272978180025803,Black Veterans Project,These ads ran without a disclaimer,≤100,1
182090329396186,The Nation of Islam,These ads ran without a disclaimer,≤100,1
102900321342992,Telling It Like It Is with Paul & Bruce,These ads ran without a disclaimer,≤100,1
108126374066607,Browsbeforecoffee • by sammy,These ads ran without a disclaimer,≤100,1
1673673942931374,Mafia City,These ads ran without a disclaimer,≤100,1
100617327960990,sheiscappuccina,These ads ran without a disclaimer,≤100,1
1308715585856551,Cornerstone Wealth Management - Chris O'Dell,These ads ran without a disclaimer,≤100,1
164066910398529,Diamond Pieces,These ads ran without a disclaimer,≤100,2
431994467335438,Northwest Vinyl,These ads ran without a disclaimer,≤100,2
154152348017299,The Masjid Ibrahim,These ads ran without a disclaimer,≤100,1
100267724764016,"Gurnee, IL Local - News Break",These ads ran without a disclaimer,≤100,2
2580750575289726,Raise the Bar on Resident Care,These ads ran without a disclaimer,≤100,3
0,Marketplace Seller 3821617289,These ads ran without a disclaimer,≤100,1
172675522776511,Okaloosa County Tax Collector,These ads ran without a disclaimer,≤100,3
105294766235628,Oyungerel Tsedevdamba,These ads ran without a disclaimer,≤100,2
431396143880004,Amandla Apparel,These ads ran without a disclaimer,≤100,1
104676334538162,Rob Kashinsky,These ads ran without a disclaimer,≤100,1
105915077559842,Hingham Pride Project,These ads ran without a disclaimer,≤100,1
153637074393,Wachusett Brewing Company,These ads ran without a disclaimer,≤100,1
826637020775603,Prestige Emergency Room,These ads ran without a disclaimer,≤100,1
718254978249338,Matt Sarafa,These ads ran without a disclaimer,≤100,1
113645710342208,Donald the Clown,These ads ran without a disclaimer,≤100,1
0,Instagram User 8969855806,These ads ran without a disclaimer,≤100,1
455467058215331,Karson Kost,These ads ran without a disclaimer,≤100,1
102747197873009,Dayenu: A Jewish Call to Climate Action,These ads ran without a disclaimer,≤100,1
100728458133433,Minnesota Voice,These ads ran without a disclaimer,≤100,1
105195007487350,926.dehzzi,These ads ran without a disclaimer,≤100,1
83353586320,Scooter's Coffee,These ads ran without a disclaimer,≤100,1
2128480043940885,Caitlin Clerc,These ads ran without a disclaimer,≤100,1
100819894903267,withsocialenterprise,These ads ran without a disclaimer,≤100,1
102785024744109,IWANt to Go Out,These ads ran without a disclaimer,≤100,1
209030470239,King Trévon,These ads ran without a disclaimer,≤100,2
131847286851728,Sakari Sushi Lounge,These ads ran without a disclaimer,≤100,1
108919827316992,thriftyniftytreasures,These ads ran without a disclaimer,≤100,1
372838179445343,Xtreme Lazer Tag,These ads ran without a disclaimer,≤100,1
596320577211238,"Harold E. Byrd, Jr. Campaign",These ads ran without a disclaimer,≤100,1
922338944459410,North Bay Jobs With Justice,These ads ran without a disclaimer,≤100,2
318390452129272,SOS Puerto Rico,These ads ran without a disclaimer,≤100,3
90022052772,Williams,These ads ran without a disclaimer,≤100,1
229401180526603,"First United Methodist Church in Westborough, Ma",These ads ran without a disclaimer,≤100,1
111290773645589,Luckinc-1,These ads ran without a disclaimer,≤100,1
122946101620617,Humanium Metal Initiative,These ads ran without a disclaimer,≤100,5
104511704545328,Positivearthgoods,These ads ran without a disclaimer,≤100,1
145479652137094,Cornerstone City Church,These ads ran without a disclaimer,≤100,1
108353877496099,Talk With Shawda’,These ads ran without a disclaimer,≤100,1
0,Instagram User 110041160,These ads ran without a disclaimer,≤100,1
196704727661626,Serenity Coffee and Kava Bar,These ads ran without a disclaimer,≤100,1
108829273898849,Enviroty,These ads ran without a disclaimer,≤100,1
149705851721263,Joshua's,These ads ran without a disclaimer,≤100,2
1385450315017533,Shawnymac007,These ads ran without a disclaimer,≤100,2
592093551178436,Dr. Azadeh Shirazi,These ads ran without a disclaimer,≤100,1
117421984998792,Southern Sole Massage & Spa,These ads ran without a disclaimer,≤100,1
0,Instagram User 1388678887,These ads ran without a disclaimer,≤100,2
893274467377847,Texas Flame And Smoke,These ads ran without a disclaimer,≤100,1
104143191044401,"Easton, Pennsylvania Local - News Break",These ads ran without a disclaimer,≤100,2
166144976737212,Black Sheep Entertainment,These ads ran without a disclaimer,≤100,1
166722936686280,Gallo's Italian Villa,These ads ran without a disclaimer,≤100,1
318105115525130,The Virtual Deal,These ads ran without a disclaimer,≤100,1
112322706858707,Veles Co.,These ads ran without a disclaimer,≤100,2
100848964719498,"Fitchburg, Massachusetts Local - News Break",These ads ran without a disclaimer,≤100,2
128961253846268,Forest Hills Nurseries,These ads ran without a disclaimer,≤100,1
512335652129771,Ethicist,These ads ran without a disclaimer,≤100,1
340085663605960,See the Soul,These ads ran without a disclaimer,≤100,1
109809579095472,Economic Development Board for Tacoma-Pierce County,These ads ran without a disclaimer,≤100,1
114732659181,82nd Street Academics,These ads ran without a disclaimer,≤100,1
582301592270051,Sarah1,These ads ran without a disclaimer,≤100,1
162993507088337,City of Orange Beach,These ads ran without a disclaimer,≤100,1
167205780813021,Olympic Peninsula Title,These ads ran without a disclaimer,≤100,1
103505701356440,The Fearless Observer,These ads ran without a disclaimer,≤100,1
125670847445381,Reminisce Photography,These ads ran without a disclaimer,≤100,1
140383669499950,Baha'i Inspired Clinical Counselling Services,These ads ran without a disclaimer,≤100,1
673615439322053,Bridge Church NYC,These ads ran without a disclaimer,≤100,2
0,Instagram User 7059807175,These ads ran without a disclaimer,≤100,2
